12.034717,1.495889
12.209386,1.521481
12.355303,1.509092
12.480810,1.501068
12.409102,1.502905
12.054424,1.486225
11.978637,1.488608
11.831208,1.481221
11.355100,1.485509
11.606061,1.490954
12.050641,1.488196
11.703796,1.487094
11.379754,1.458075
11.322936,1.439401
11.352557,1.418466
11.529060,1.408977
11.710726,1.403765
11.144518,1.380258
11.048798,1.342131
10.560391,1.331952
10.361970,1.322766
10.315569,1.314789
10.222926,1.293782
10.019398,1.276659
10.059615,1.283614
9.663022,1.267911
9.863130,1.259518
9.683428,1.253751
9.808489,1.237402
9.648479,1.243776
9.740642,1.240408
9.694221,1.203665
9.729785,1.196204
9.442077,1.187965
9.623387,1.143429
9.412056,1.157395
9.263076,1.190295
9.057319,1.184987
9.293759,1.179485
9.208303,1.157616
9.150555,1.176718
9.122066,1.162528
9.367766,1.164044
9.389808,1.178324
9.243014,1.178813
9.269685,1.194432
9.336572,1.196337
9.435776,1.227891
9.419814,1.223851
9.629419,1.214234
9.552620,1.212383
9.559075,1.240182
9.421546,1.232994
9.383048,1.233322
9.598784,1.258338
9.933040,1.261740
10.153960,1.274797
10.417862,1.288019
10.367689,1.275776
10.692210,1.289944
10.924821,1.313565
11.114998,1.329653
11.309974,1.335788
11.433083,1.300918
11.871251,1.305382
11.553411,1.312991
11.363780,1.311920
11.049943,1.301985
11.259385,1.304422
11.192095,1.312190
11.346499,1.309544
11.497634,1.296425
11.589058,1.291244
11.573682,1.296517
11.759330,1.303167
11.761841,1.317136
11.592197,1.302895
11.577278,1.299183
11.740692,1.317820
11.621801,1.320065
11.838104,1.322886
11.718303,1.343955
11.752400,1.375275
11.622265,1.398234
11.398780,1.382544
12.025622,1.382747
11.989546,1.360182
12.039409,1.339030
11.563838,1.296791
11.394053,1.287334
11.083705,1.257878
11.082033,1.267108
11.477116,1.292237
11.395693,1.300717
11.022923,1.299334
10.640579,1.286966
10.410100,1.304280
10.139847,1.296889
10.305644,1.318492
10.143151,1.331343
10.268724,1.319851
10.378399,1.345833
10.357468,1.342701
10.297221,1.338633
10.462416,1.349995
10.323665,1.358839
10.408137,1.352804
10.170724,1.335847
10.257370,1.343596
10.771020,1.354036
11.098072,1.377236
