10.000000,1.100000
9.960464,1.121343
9.892421,1.119289
9.799788,1.115673
9.417413,1.105874
9.258709,1.090736
9.201156,1.085982
9.310679,1.090765
9.264223,1.087238
9.210265,1.097209
9.070629,1.087541
9.016663,1.084988
8.841054,1.072704
8.813526,1.078693
9.118797,1.069380
9.014484,1.072535
8.931782,1.091907
8.882796,1.092490
8.714859,1.089288
8.625659,1.097582
8.674144,1.097145
8.423822,1.091795
8.611234,1.103537
8.456550,1.108634
8.278667,1.102470
8.143638,1.071400
8.206712,1.069829
8.401470,1.061261
8.295666,1.066748
8.462927,1.070253
8.359306,1.066628
8.536871,1.085042
8.712604,1.095912
8.972573,1.108689
8.788097,1.107114
8.752025,1.109369
8.557725,1.139519
8.224807,1.132129
8.411305,1.121626
8.265245,1.124835
8.256330,1.113725
8.234994,1.107486
8.243222,1.084212
8.257742,1.092735
8.008187,1.097903
7.854338,1.113973
7.841792,1.127464
7.892369,1.136169
8.001487,1.119779
8.056533,1.118006
7.866706,1.133345
7.894548,1.127797
8.174454,1.139796
8.159498,1.152817
8.134784,1.149449
8.249265,1.177290
8.374425,1.199610
8.137816,1.184779
8.165706,1.205398
8.050866,1.218076
8.144982,1.245864
8.578522,1.245448
8.937378,1.250713
8.748441,1.227678
8.481764,1.233002
8.545157,1.233459
8.541793,1.240382
8.740023,1.237090
8.685162,1.218749
8.561158,1.209508
8.469617,1.194458
8.376920,1.189243
8.381141,1.185143
8.362013,1.179629
8.641439,1.169552
8.624535,1.159074
8.654950,1.162935
8.597927,1.172620
8.550677,1.173512
8.623087,1.187689
8.638094,1.200053
8.731631,1.189209
8.637043,1.188334
8.321235,1.186243
8.296970,1.191990
8.426189,1.201907
8.570576,1.196449
8.386569,1.208076
8.699658,1.237279
9.070891,1.265751
9.049459,1.251681
9.271004,1.246394
9.491079,1.255730
9.407142,1.258932
9.558135,1.244679
9.662500,1.230839
9.708618,1.225520
9.732888,1.225364
10.388230,1.228191
10.201396,1.224919
10.114744,1.223004
10.352911,1.211947
10.249891,1.216796
10.528150,1.220116
10.534830,1.228329
10.693744,1.243991
10.655263,1.266321
10.694526,1.256039
10.860606,1.258187
10.757753,1.274104
10.964589,1.271593
10.838848,1.269863
10.882872,1.278302
11.118902,1.262921
10.968510,1.288342
10.509511,1.309818
10.531002,1.325931
10.681592,1.334265
11.158068,1.329051
11.306596,1.343580
11.486074,1.356491
11.165061,1.344849
11.416648,1.346804
11.406080,1.346047
11.376844,1.369863
11.590246,1.361430
11.639679,1.322556
11.165931,1.323321
10.896346,1.308120
11.097489,1.320274
11.089659,1.300136
10.929908,1.311195
10.794055,1.287825
10.782524,1.300587
10.795605,1.285585
10.709622,1.284031
10.930364,1.274491
10.859561,1.265489
10.700633,1.264099
11.207004,1.283050
10.818736,1.282868
10.836845,1.292460
10.892746,1.279556
10.616684,1.265008
10.524201,1.255786
10.556931,1.245597
10.540333,1.232985
10.480985,1.225372
10.691796,1.240420
10.761600,1.241917
10.888720,1.254589
11.030757,1.263910
10.797693,1.272743
10.948817,1.265226
10.907433,1.262397
11.030055,1.275010
10.776825,1.252435
10.706486,1.227284
10.731639,1.209430
10.700793,1.217761
10.544393,1.199355
10.311106,1.206181
10.118265,1.197331
10.022812,1.195658
9.904917,1.217372
10.031115,1.233088
10.096025,1.229574
10.007090,1.228427
9.951430,1.194140
9.891887,1.208269
9.890066,1.217805
9.999035,1.204895
10.122370,1.193593
10.284578,1.221322
10.354786,1.245837
10.454924,1.207350
10.524956,1.228248
10.630709,1.245522
11.007376,1.255188
10.850084,1.258508
10.998611,1.267065
10.690037,1.266900
10.774794,1.253120
11.110999,1.275316
10.798964,1.273191
10.960354,1.257915
11.182399,1.259952
11.079748,1.258222
11.156217,1.242265
11.093209,1.240080
10.889308,1.243788
10.966962,1.250530
10.990738,1.252486
10.873598,1.274942
10.672688,1.298007
10.940105,1.302218
11.143948,1.286968
11.179608,1.301327
10.994367,1.312578
11.035573,1.316407
10.774778,1.300564
10.837911,1.300322
10.694728,1.310108
10.656471,1.301995
10.469299,1.305909
10.620743,1.303136
10.441631,1.294099
10.517405,1.314215
10.934198,1.307913
11.010638,1.310762
10.895795,1.332027
11.116534,1.338649
11.173942,1.324706
11.152766,1.309453
11.212935,1.291751
10.868317,1.314414
10.778101,1.332804
10.860282,1.327902
10.835056,1.337236
10.678853,1.340333
10.420091,1.364581
10.653463,1.347621
10.517811,1.354031
10.565357,1.342161
10.513798,1.343929
10.343448,1.357760
10.433875,1.368721
10.457644,1.368263
10.539714,1.371483
10.669920,1.385170
10.515289,1.377338
10.723970,1.376454
10.603207,1.378932
10.552026,1.390238
10.803487,1.393442
10.846376,1.392215
11.197703,1.383524
11.118897,1.405401
11.033210,1.397361
11.303674,1.401975
11.096179,1.394294
11.142720,1.393581
11.191163,1.417692
11.324409,1.411180
11.465505,1.396366
11.511718,1.382445
11.617785,1.393521
12.253728,1.418787
12.413558,1.416625
12.549695,1.444784
12.193356,1.447853
12.072243,1.465089
11.982993,1.496047
11.986832,1.495558
11.871427,1.476102
12.206860,1.493444
12.502654,1.507394
12.283463,1.510348
12.137177,1.530083
12.337464,1.527425
11.984632,1.557384
11.810024,1.536004
11.897507,1.542532
11.682318,1.508969
11.896084,1.507886
11.596768,1.480177
11.402874,1.465304
11.927880,1.490219
